case_id,user_uuid,kp_position,kp_type,probe_class,question_type,evidence_condition,checkpoint_index,checkpoint_event_index,age_sessions,perturbation_label
memtraceb-5c005ed8-kp0088-a69c7-current-contradicted,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,88,dynamic,conflict_distractor,current,contradicted,7,72,69,item_conflict
memtraceb-5c005ed8-kp0281-a0c2-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,2,26,0,
memtraceb-5c005ed8-kp0281-a9c3-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,3,35,9,
memtraceb-5c005ed8-kp0281-a18c4-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,4,44,18,
memtraceb-5c005ed8-kp0281-a27c5-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,5,53,27,
memtraceb-5c005ed8-kp0281-a36c6-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,6,62,36,
memtraceb-5c005ed8-kp0281-a46c7-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,281,preference,preference,current,present,7,72,46,
memtraceb-5c005ed8-kp0320-a4c3-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,320,static,static,current,present,3,35,4,
memtraceb-5c005ed8-kp0320-a13c4-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,320,static,static,current,present,4,44,13,
memtraceb-5c005ed8-kp0320-a22c5-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,320,static,static,current,present,5,53,22,
memtraceb-5c005ed8-kp0320-a31c6-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,320,static,static,current,present,6,62,31,
memtraceb-5c005ed8-kp0320-a41c7-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,320,static,static,current,present,7,72,41,
memtraceb-5c005ed8-kp0369-a7c4-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,current,present,4,44,7,item_stale
memtraceb-5c005ed8-kp0369-a7c4-historical-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,historical,present,4,44,7,retrieval_error
memtraceb-5c005ed8-kp0369-a7c4-trajectory-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,trajectory,present,4,44,7,granularity_error
memtraceb-5c005ed8-kp0369-a7c4-current-contradicted,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,conflict_distractor,current,contradicted,4,44,7,item_conflict
memtraceb-5c005ed8-kp0369-a16c5-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,current,present,5,53,16,item_stale
memtraceb-5c005ed8-kp0369-a16c5-historical-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,historical,present,5,53,16,retrieval_error
memtraceb-5c005ed8-kp0369-a16c5-trajectory-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,trajectory,present,5,53,16,granularity_error
memtraceb-5c005ed8-kp0369-a16c5-current-contradicted,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,conflict_distractor,current,contradicted,5,53,16,item_conflict
memtraceb-5c005ed8-kp0369-a25c6-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,current,present,6,62,25,item_stale
memtraceb-5c005ed8-kp0369-a25c6-historical-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,historical,present,6,62,25,retrieval_error
memtraceb-5c005ed8-kp0369-a25c6-trajectory-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,trajectory,present,6,62,25,granularity_error
memtraceb-5c005ed8-kp0369-a25c6-current-contradicted,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,conflict_distractor,current,contradicted,6,62,25,item_conflict
memtraceb-5c005ed8-kp0369-a35c7-current-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,current,present,7,72,35,item_stale
memtraceb-5c005ed8-kp0369-a35c7-historical-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,historical,present,7,72,35,retrieval_error
memtraceb-5c005ed8-kp0369-a35c7-trajectory-present,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,dynamic,trajectory,present,7,72,35,granularity_error
memtraceb-5c005ed8-kp0369-a35c7-current-contradicted,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,369,dynamic,conflict_distractor,current,contradicted,7,72,35,item_conflict
memtraceb-5c005ed8-bdpetpreference-a8c0-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-5c005ed8-bdpetpreference-a17c1-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-5c005ed8-bdpetpreference-a26c2-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,2,26,26,safety_error
memtraceb-5c005ed8-bdpetpreference-a35c3-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,3,35,35,safety_error
memtraceb-5c005ed8-bdpetpreference-a44c4-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,4,44,44,safety_error
memtraceb-5c005ed8-bdpetpreference-a53c5-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,5,53,53,safety_error
memtraceb-5c005ed8-bdpetpreference-a62c6-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,6,62,62,safety_error
memtraceb-5c005ed8-bdpetpreference-a72c7-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,7,72,72,safety_error
memtraceb-5c005ed8-bdsportspreference-a8c0-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-5c005ed8-bdsportspreference-a17c1-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-5c005ed8-bdsportspreference-a26c2-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,2,26,26,safety_error
memtraceb-5c005ed8-bdsportspreference-a35c3-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,3,35,35,safety_error
memtraceb-5c005ed8-bdsportspreference-a44c4-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,4,44,44,safety_error
memtraceb-5c005ed8-bdsportspreference-a53c5-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,5,53,53,safety_error
memtraceb-5c005ed8-bdsportspreference-a62c6-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,6,62,62,safety_error
memtraceb-5c005ed8-bdsportspreference-a72c7-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,7,72,72,safety_error
memtraceb-5c005ed8-bdtravelpreference-a8c0-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-5c005ed8-bdtravelpreference-a17c1-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,1,17,17,safety_error
memtraceb-5c005ed8-bdtravelpreference-a26c2-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,2,26,26,safety_error
memtraceb-5c005ed8-bdtravelpreference-a35c3-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,3,35,35,safety_error
memtraceb-5c005ed8-bdtravelpreference-a44c4-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,4,44,44,safety_error
memtraceb-5c005ed8-bdtravelpreference-a53c5-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,5,53,53,safety_error
memtraceb-5c005ed8-bdtravelpreference-a62c6-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,6,62,62,safety_error
memtraceb-5c005ed8-bdtravelpreference-a72c7-current-missing,5c005ed8-0d18-99f8-a20e-6a776a7ea30a,,boundary,boundary_distractor,current,missing,7,72,72,safety_error
memtraceb-ed9b924b-kp0000-a7c0-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,0,7,7,
memtraceb-ed9b924b-kp0000-a15c1-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,1,15,15,
memtraceb-ed9b924b-kp0000-a23c2-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,2,23,23,
memtraceb-ed9b924b-kp0000-a32c3-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,3,32,32,
memtraceb-ed9b924b-kp0000-a40c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,4,40,40,
memtraceb-ed9b924b-kp0000-a48c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,5,48,48,
memtraceb-ed9b924b-kp0000-a56c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,6,56,56,
memtraceb-ed9b924b-kp0000-a65c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,0,static,static,current,present,7,65,65,
memtraceb-ed9b924b-kp0006-a7c0-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,0,7,7,
memtraceb-ed9b924b-kp0006-a15c1-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,1,15,15,
memtraceb-ed9b924b-kp0006-a23c2-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,2,23,23,
memtraceb-ed9b924b-kp0006-a32c3-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,3,32,32,
memtraceb-ed9b924b-kp0006-a40c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,4,40,40,
memtraceb-ed9b924b-kp0006-a48c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,5,48,48,
memtraceb-ed9b924b-kp0006-a56c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,6,56,56,
memtraceb-ed9b924b-kp0006-a65c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,6,preference,preference,current,present,7,65,65,
memtraceb-ed9b924b-kp0078-a4c0-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,0,7,4,item_stale
memtraceb-ed9b924b-kp0078-a4c0-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,0,7,4,retrieval_error
memtraceb-ed9b924b-kp0078-a4c0-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,0,7,4,granularity_error
memtraceb-ed9b924b-kp0078-a4c0-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,0,7,4,item_conflict
memtraceb-ed9b924b-kp0078-a12c1-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,1,15,12,item_stale
memtraceb-ed9b924b-kp0078-a12c1-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,1,15,12,retrieval_error
memtraceb-ed9b924b-kp0078-a12c1-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,1,15,12,granularity_error
memtraceb-ed9b924b-kp0078-a12c1-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,1,15,12,item_conflict
memtraceb-ed9b924b-kp0078-a20c2-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,2,23,20,item_stale
memtraceb-ed9b924b-kp0078-a20c2-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,2,23,20,retrieval_error
memtraceb-ed9b924b-kp0078-a20c2-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,2,23,20,granularity_error
memtraceb-ed9b924b-kp0078-a20c2-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,2,23,20,item_conflict
memtraceb-ed9b924b-kp0078-a29c3-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,3,32,29,item_stale
memtraceb-ed9b924b-kp0078-a29c3-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,3,32,29,retrieval_error
memtraceb-ed9b924b-kp0078-a29c3-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,3,32,29,granularity_error
memtraceb-ed9b924b-kp0078-a29c3-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,3,32,29,item_conflict
memtraceb-ed9b924b-kp0078-a37c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,4,40,37,item_stale
memtraceb-ed9b924b-kp0078-a37c4-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,4,40,37,retrieval_error
memtraceb-ed9b924b-kp0078-a37c4-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,4,40,37,granularity_error
memtraceb-ed9b924b-kp0078-a37c4-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,4,40,37,item_conflict
memtraceb-ed9b924b-kp0078-a45c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,5,48,45,item_stale
memtraceb-ed9b924b-kp0078-a45c5-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,5,48,45,retrieval_error
memtraceb-ed9b924b-kp0078-a45c5-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,5,48,45,granularity_error
memtraceb-ed9b924b-kp0078-a45c5-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,5,48,45,item_conflict
memtraceb-ed9b924b-kp0078-a53c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,6,56,53,item_stale
memtraceb-ed9b924b-kp0078-a53c6-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,6,56,53,retrieval_error
memtraceb-ed9b924b-kp0078-a53c6-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,6,56,53,granularity_error
memtraceb-ed9b924b-kp0078-a53c6-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,6,56,53,item_conflict
memtraceb-ed9b924b-kp0078-a62c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,current,present,7,65,62,item_stale
memtraceb-ed9b924b-kp0078-a62c7-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,historical,present,7,65,62,retrieval_error
memtraceb-ed9b924b-kp0078-a62c7-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,dynamic,trajectory,present,7,65,62,granularity_error
memtraceb-ed9b924b-kp0078-a62c7-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,78,dynamic,conflict_distractor,current,contradicted,7,65,62,item_conflict
memtraceb-ed9b924b-kp0198-a6c2-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,2,23,6,
memtraceb-ed9b924b-kp0198-a15c3-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,3,32,15,
memtraceb-ed9b924b-kp0198-a23c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,4,40,23,
memtraceb-ed9b924b-kp0198-a31c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,5,48,31,
memtraceb-ed9b924b-kp0198-a39c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,6,56,39,
memtraceb-ed9b924b-kp0198-a48c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,198,preference,preference,current,present,7,65,48,
memtraceb-ed9b924b-kp0316-a1c3-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,316,static,static,current,present,3,32,1,
memtraceb-ed9b924b-kp0316-a9c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,316,static,static,current,present,4,40,9,
memtraceb-ed9b924b-kp0316-a17c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,316,static,static,current,present,5,48,17,
memtraceb-ed9b924b-kp0316-a25c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,316,static,static,current,present,6,56,25,
memtraceb-ed9b924b-kp0316-a34c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,316,static,static,current,present,7,65,34,
memtraceb-ed9b924b-kp0327-a7c4-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,current,present,4,40,7,item_stale
memtraceb-ed9b924b-kp0327-a7c4-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,historical,present,4,40,7,retrieval_error
memtraceb-ed9b924b-kp0327-a7c4-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,trajectory,present,4,40,7,granularity_error
memtraceb-ed9b924b-kp0327-a7c4-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,conflict_distractor,current,contradicted,4,40,7,item_conflict
memtraceb-ed9b924b-kp0327-a15c5-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,current,present,5,48,15,item_stale
memtraceb-ed9b924b-kp0327-a15c5-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,historical,present,5,48,15,retrieval_error
memtraceb-ed9b924b-kp0327-a15c5-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,trajectory,present,5,48,15,granularity_error
memtraceb-ed9b924b-kp0327-a15c5-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,conflict_distractor,current,contradicted,5,48,15,item_conflict
memtraceb-ed9b924b-kp0327-a23c6-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,current,present,6,56,23,item_stale
memtraceb-ed9b924b-kp0327-a23c6-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,historical,present,6,56,23,retrieval_error
memtraceb-ed9b924b-kp0327-a23c6-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,trajectory,present,6,56,23,granularity_error
memtraceb-ed9b924b-kp0327-a23c6-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,conflict_distractor,current,contradicted,6,56,23,item_conflict
memtraceb-ed9b924b-kp0327-a32c7-current-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,current,present,7,65,32,item_stale
memtraceb-ed9b924b-kp0327-a32c7-historical-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,historical,present,7,65,32,retrieval_error
memtraceb-ed9b924b-kp0327-a32c7-trajectory-present,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,dynamic,trajectory,present,7,65,32,granularity_error
memtraceb-ed9b924b-kp0327-a32c7-current-contradicted,ed9b924b-6bc0-67f9-67a1-a36401dd1782,327,dynamic,conflict_distractor,current,contradicted,7,65,32,item_conflict
memtraceb-ed9b924b-bdclothingpreference-a7c0-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-ed9b924b-bdclothingpreference-a15c1-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,1,15,15,safety_error
memtraceb-ed9b924b-bdclothingpreference-a23c2-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,2,23,23,safety_error
memtraceb-ed9b924b-bdclothingpreference-a32c3-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,3,32,32,safety_error
memtraceb-ed9b924b-bdclothingpreference-a40c4-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,4,40,40,safety_error
memtraceb-ed9b924b-bdclothingpreference-a48c5-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,5,48,48,safety_error
memtraceb-ed9b924b-bdclothingpreference-a56c6-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,6,56,56,safety_error
memtraceb-ed9b924b-bdclothingpreference-a65c7-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,7,65,65,safety_error
memtraceb-ed9b924b-bdfoodpreference-a7c0-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-ed9b924b-bdfoodpreference-a15c1-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,1,15,15,safety_error
memtraceb-ed9b924b-bdfoodpreference-a23c2-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,2,23,23,safety_error
memtraceb-ed9b924b-bdfoodpreference-a32c3-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,3,32,32,safety_error
memtraceb-ed9b924b-bdfoodpreference-a40c4-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,4,40,40,safety_error
memtraceb-ed9b924b-bdfoodpreference-a48c5-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,5,48,48,safety_error
memtraceb-ed9b924b-bdfoodpreference-a56c6-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,6,56,56,safety_error
memtraceb-ed9b924b-bdfoodpreference-a65c7-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,7,65,65,safety_error
memtraceb-ed9b924b-bdmoviepreference-a7c0-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-ed9b924b-bdmoviepreference-a15c1-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,1,15,15,safety_error
memtraceb-ed9b924b-bdmoviepreference-a23c2-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,2,23,23,safety_error
memtraceb-ed9b924b-bdmoviepreference-a32c3-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,3,32,32,safety_error
memtraceb-ed9b924b-bdmoviepreference-a40c4-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,4,40,40,safety_error
memtraceb-ed9b924b-bdmoviepreference-a48c5-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,5,48,48,safety_error
memtraceb-ed9b924b-bdmoviepreference-a56c6-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,6,56,56,safety_error
memtraceb-ed9b924b-bdmoviepreference-a65c7-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,7,65,65,safety_error
memtraceb-ed9b924b-bdmusicpreference-a7c0-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-ed9b924b-bdmusicpreference-a15c1-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,1,15,15,safety_error
memtraceb-ed9b924b-bdmusicpreference-a23c2-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,2,23,23,safety_error
memtraceb-ed9b924b-bdmusicpreference-a32c3-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,3,32,32,safety_error
memtraceb-ed9b924b-bdmusicpreference-a40c4-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,4,40,40,safety_error
memtraceb-ed9b924b-bdmusicpreference-a48c5-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,5,48,48,safety_error
memtraceb-ed9b924b-bdmusicpreference-a56c6-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,6,56,56,safety_error
memtraceb-ed9b924b-bdmusicpreference-a65c7-current-missing,ed9b924b-6bc0-67f9-67a1-a36401dd1782,,boundary,boundary_distractor,current,missing,7,65,65,safety_error
memtraceb-2f4b4206-kp0000-a7c0-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,0,7,7,
memtraceb-2f4b4206-kp0000-a15c1-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,1,15,15,
memtraceb-2f4b4206-kp0000-a23c2-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,2,23,23,
memtraceb-2f4b4206-kp0000-a32c3-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,3,32,32,
memtraceb-2f4b4206-kp0000-a40c4-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,4,40,40,
memtraceb-2f4b4206-kp0000-a48c5-current-present,2f4b4206-20bc-19a5-a5ed-4d110f91f4db,0,static,static,current,present,5,48,48,
